"Message",Low,"La génération a démarré."
"Message",Low,"Projet ""Unnamed_1"" (cibles par défaut) :"
"Message",Low,"Génération à l'aide des outils version ""4.0""."
"Message",Low,"Cible ""PrintILCStartMessage"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""Build"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""IlcMessageTask"" à partir de l'assembly ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\ilc.exe""."
"Message",Low,"Tâche ""IlcMessageTask"""
"Message",High,"Starting .NET Native compilation"
"Message",Low,"Exécution de la tâche ""IlcMessageTask"" terminée."
"Message",Low,"Génération de la cible ""PrintILCStartMessage"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""RunGatekeeper"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""Build"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""WriteLinesToFile"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""WriteLinesToFile"""
"Message",Low,"Exécution de la tâche ""WriteLinesToFile"" terminée."
"Message",Low,"Utilisation de la tâche ""StartProcessTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""StartProcessTask"""
"Message",Normal,"Launching 'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\tools\Gatekeeper.exe @""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper Version 1.0.24208.05 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"Checking assembly 'C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in\JarvisControlCenter.exe'. "
"Message",Normal,"'C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\tools\Gatekeeper.exe @""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      328 |      328 |      328 |      328 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       328 ms"
"Message",Normal,"System time per command: 328 ms"
"Message",Normal,"Total duration:          328 ms"
"Message",Normal,"Total lifetime:          328 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Exécution de la tâche ""StartProcessTask"" terminée."
"Message",Low,"Génération de la cible ""RunGatekeeper"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""LogAppContextSwitches"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""SetMainTargetPaths"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""Message"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""Message"""
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Exécution de la tâche ""Message"" terminée."
"Message",Low,"Génération de la cible ""LogAppContextSwitches"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""SetMainTargetPaths"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""CopyNativeExecutablesToOutput"" en dépend) :"
"Message",Low,"Génération de la cible ""SetMainTargetPaths"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""GenerateFakeExe"" ignorée en raison d'une fausse condition ; (!Exists('@(InputILTarget)')) a été évaluée comme (!Exists('C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in\JarvisControlCenter.exe'))."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" ignorée en raison d'une fausse condition ; ('$(UseSharedAssemblies)' != 'true') a été évaluée comme ('true' != 'true')."
"Message",Low,"Cible ""InjectWindowsRuntimeTypeForwards"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""MakeDir"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""MakeDir"""
"Message",Normal,"Création du répertoire ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\TransformedSRWR\""."
"Message",Low,"Exécution de la tâche ""MakeDir"" terminée."
"Message",Low,"Utilisation de la tâche ""ILTransformTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""ILTransformTask"""
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 8 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 14 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"    60 |          6 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"    34 |          2 | WriteAssemblies"
"Message",Low,"Exécution de la tâche ""ILTransformTask"" terminée."
"Message",Low,"Génération de la cible ""InjectWindowsRuntimeTypeForwards"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" ignorée en raison d'une fausse condition ; ('$(UseSharedAssemblies)' != 'true') a été évaluée comme ('true' != 'true')."
"Message",Low,"Cible ""PreResolveTransforms"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Génération complète de la cible ""PreResolveTransforms""."
"Message",Low,"Le fichier de sortie ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\JarvisControlCenter.exe"" n'existe pas."
"Message",Low,"Tâche ""MakeDir"""
"Message",Normal,"Création du répertoire ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\""."
"Message",Low,"Exécution de la tâche ""MakeDir"" terminée."
"Message",Low,"Tâche ""Message"""
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"Exécution de la tâche ""Message"" terminée."
"Message",Low,"Utilisation de la tâche ""AssemblyClosureTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""AssemblyClosureTask"""
"Message",Low,"Exécution de la tâche ""AssemblyClosureTask"" terminée."
"Message",Low,"Tâche ""ILTransformTask"" ignorée en raison d'une fausse condition ; ('@(PreResolveTransforms)' != '') a été évaluée comme ('' != '')."
"Message",Low,"Utilisation de la tâche ""Copy"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""Copy"""
"Message",Normal,"Copie du fichier de ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in\JarvisControlCenter.pdb"" vers ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\JarvisControlCenter.pdb""."
"Message",Low,"Exécution de la tâche ""Copy"" terminée."
"Message",Low,"Tâche ""Copy"""
"Message",Normal,"Copie du fichier de ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in\JarvisControlCenter.exe"" vers ""C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\intermediate\PreMergeILTransformed\JarvisControlCenter.exe""."
"Message",Low,"Exécution de la tâche ""Copy"" terminée."
"Message",Low,"Tâche ""Copy"" ignorée en raison d'une fausse condition ; ('$(HasMcgPatchDlls)'=='true') a été évaluée comme (''=='true')."
"Message",Low,"Génération de la cible ""PreResolveTransforms"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""InitInputResourceName"" dans le fichier ""C:\Program Files (x86)\MSBuild\15.0\.Net\.NetNative\15.0.24208\x64\ilc\IlcInternals.targets"" du projet ""C:\JarvisControlCenter\JarvisControlCenter\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Tâche ""ResolveFilePathTask"" ignorée en raison d'une fausse condition ; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) a été évaluée comme ('C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in' != '' and Exists('C:\JarvisControlCenter\JarvisControlCenter\obj\x64\Release\ilc\in\obj\'))."
